0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
Raman Shift,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Ibuprofeno,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Aspirina,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol
148.32,-1.2266862674895531,-11.67399522821509,-5.826880898339906,-16.446243529044697,-10.004593506223491,-6.189214668049435,-7.874973433609501,-14.459351004148548,-10.633782902489008,-3.183064439833836,-11.183200165974455,18.352559232364097,-7.828132219916565,-1.3437025311202464,-7.22203758298713,1.4787468464729463,-4.389226784232113,1.6959467012447238,-5.13704617219887,0.5497896784232049,1.6361621991700346,1.0908787012447563,2.3152751244812038,-0.9491064730289819,1.3187424896264797,-2.3289971576762074,8.155208713692483,10.649100560165369,3.092661224066228,5.33746761203289,3.1663753460579094,3.794295809128422,2.42907663900402,2.132060520746771,1.1334863541493128,4.061810352696863,5.710429564315033,0.8680132572613743,2.2785374481326524,-2.3619561618255855,0.3294978630705264,-4.820367946057815,-8.186271869294131,-4.080036234439596,6.486332007841952,4.024278954356619,-2.918407313277838,-2.952049085062063,0.24531347925310099,2.7710913091284723,5.640399593609634,-4.260165174273612,-0.5375926618256905,-4.629515655601385,-7.764227804978801,-1.3902622199169326,-2.496356369294457,-0.08821270331949939,0.45514224896263444,0.5258314792530864,-3.144774905186541,0.553430711618232,-3.7630965145225916,-0.2947160580912649,1.9579637883816319,-4.124174002074451,-4.4676312946055505,-2.1356236701243576,5.601620892115867,-6.5758857053938105,-1.6798821244812312,-4.725930331949932,-3.4924748132778003,-0.8924851452281622,-1.123327526970885,-3.2582627800827897,6.468013074688429,-2.482683513692804,-5.509138342323337,-1.003179412863014,3.3078948775931796,-0.4099923195020521,-3.0143005352695353,3.2713452033193122,-1.2620684555185995,3.4896707738587236,-1.6552941058090322,-0.7097181327800407,-0.38552806224063574,-11.265598182571972,-0.5938543388173931,-2.7938919419085506,-7.152014460580495,3.6150874273856872,1.737531593360897,7.690799668049353,2.949369854771613,3.1534820746886205,-2.5592833029044177,-0.12173196139003205,-0.5852204188796258,-0.7469651265559651,6.626378692945682,11.25432017842259,2.3732574427384527,1.2879463402488862,4.383512134854517,8.930228259335589,-2.126859520746771,0.6177437344398018,2.403694045643017,0.36367113692944797,-8.579623603733948,-7.486883159750609,0.4915437717842034,7.40966815145186,2.3185657199168808,2.914116203319345,3.645279128630514,-1.652305114107787,0.09426407468879217,7.5319218049788335,-9.763212582986984,-0.6313128630704935,1.654250927385801,2.0726157780081875,-5.557064354771462,5.130840995850337,-7.529699948132344,-3.172125767634663,-3.544521724066184,1.4830226763484693,-0.3070772344398136,-3.2277545497923414,-0.9925307925310667,5.805946560165644,2.7916214460579334,-0.7142119543568075,-5.4489495103731365,3.2954488597508473,4.221626537344158,2.9909694896263868,-1.2580154139003428,-3.6669149999997823,1.8712477427384868,0.5997100705393921,-0.0706128433609923,1.7272749398339282,-3.837420317634635,-2.9349026410786667
151.32,-1.2112372010995125,-11.533455809127961,-5.756530275933271,-16.25012942116089,-9.884033340248394,-6.114090186721638,-7.780448537343946,-14.287977560165155,-10.506058836098974,-3.143479377593174,-11.048262406638363,18.136646369293572,-7.733339688796239,-1.3259017012447287,-7.135068703319085,1.4625642738588394,-4.336645871369045,1.6778346680497038,-5.07504824688767,0.5442315871368982,1.6182368879667162,1.0787666680497363,2.2890718049791308,-0.9365338589210986,1.304676099584987,-2.299806286306915,8.06097634854726,10.52368562240604,3.0574952489624954,5.274884624481026,3.128630117842144,3.7514742323649393,2.4015662655600383,2.10769330082976,1.120062910165911,4.015067614107655,5.644641182572299,0.8598597302904203,2.253205497925185,-2.33239184647289,0.3268215145228087,-4.762222717842051,-8.088535354771315,-4.030436649377358,6.409216198713326,3.97738683817405,-2.882712292530952,-2.9158934834023142,0.24268069917011356,2.7387697323649887,5.574434697344077,-4.20848052697071,-0.5305283464729939,-4.573511506223795,-7.670779672198723,-1.3734696887966016,-2.466119854771637,-0.08641394813277743,0.4507356099584853,0.5201986991700991,-3.10725810020729,0.5478850684647053,-3.7167894605806855,-0.28948784232363034,1.93500943153516,-4.074487280082752,-4.414116771783977,-2.109812466804857,5.536330435684335,-6.497400228215392,-1.6596788049791578,-4.669054813277737,-3.449279792530915,-0.8794146058090758,-1.1089001410787693,-3.2180553112031243,6.392291082987188,-2.453251148547577,-5.443829213692635,-0.991521736514467,3.2694114751035546,-0.4052371327800607,-2.9781262614106163,3.2320464481325923,-1.247051775020675,3.4485234709541617,-1.6352712842322699,-0.7007679253111615,-0.37992640248959875,-11.13216664730227,-0.5867757703526633,-2.7601201576761873,-7.065562178422824,3.5766226970952335,1.7171291037343421,7.600675186721557,2.9174403941907023,3.1167600829873776,-2.5290218921160377,-0.11934185765559234,-0.5767712487551451,-0.7370750850621898,6.549013547717471,11.12126208713629,2.345110969709409,1.2723239336098828,4.330875205393939,8.824388010372939,-2.10249230082976,0.6116441493775615,2.3755861618255913,0.360347485477166,-8.478787504148892,-7.399005566389618,0.48508319087134066,7.322537446057675,2.2912731887965503,2.8808174481326247,3.6037023651450393,-1.6315354045642196,0.0935420829875474,7.444473672198755,-9.646243703318941,-0.6226365145227762,1.6352861970953456,2.049095031120222,-5.490634894190554,5.071214439833743,-7.439867997924881,-3.1330386307052045,-3.501855748962452,1.4671513070538644,-0.3024776493775732,-3.188773221991514,-0.9812029917011917,5.737531622406312,2.7589762178421675,-0.7063198381742353,-5.385015900414634,3.256171266389854,4.171765541493539,2.955903099584895,-1.2431143765559454,-3.621914999999785,1.8494012697094424,0.5933615228215501,-0.06986035373443632,1.7071898775932655,-3.791883180705177,-2.899705545642984
154.32,-1.1957881347094719,-11.392916390040833,-5.686179653526636,-16.054015313277084,-9.763473174273297,-6.038965705393842,-7.685923641078391,-14.116604116181762,-10.378334769708939,-3.1038943153525125,-10.91332464730227,17.920733506223044,-7.638547157675912,-1.3081008713692113,-7.04809982365104,1.4463817012447324,-4.284064958505978,1.6597226348546843,-5.01305032157647,0.5386734958505915,1.6003115767633977,1.0666546348547161,2.2628684854770573,-0.9239612448132156,1.290609709543494,-2.270615414937622,7.966743983402039,10.398270684646711,3.0223292738587633,5.212301636929163,3.0908848896263783,3.708652655601456,2.3740558921160564,2.083326080912749,1.1066394661825094,3.968324875518446,5.578852800829563,0.8517062033194664,2.2278735477177176,-2.3028275311201947,0.324145165975091,-4.704077489626287,-7.990798840248501,-3.9808370643151205,6.332100389584699,3.93049472199148,-2.847017271784066,-2.879737881742565,0.24004791908712614,2.7064481556015054,5.508469801078521,-4.156795879667809,-0.5234640311202972,-4.517507356846205,-7.577331539418645,-1.3566771576762706,-2.435883340248817,-0.08461519294605545,0.4463289709543362,0.5145659190871119,-3.069741295228039,0.5423394253111786,-3.6704824066387793,-0.2842596265559957,1.9120550746886884,-4.024800558091053,-4.360602248962404,-2.0840012634853564,5.4710399792528035,-6.418914751036973,-1.639475485477084,-4.612179294605541,-3.4060847717840295,-0.8663440663899892,-1.0944727551866542,-3.1778478423234584,6.316569091285948,-2.423818783402351,-5.3785200850619335,-0.9798640601659199,3.2309280726139304,-0.40048194605806925,-2.9419519875516973,3.1927476929458725,-1.2320350945227507,3.4073761680495998,-1.6152484626555075,-0.6918177178422823,-0.37432474273856176,-10.998735112032568,-0.5796972018879334,-2.726348373443824,-6.979109896265153,3.5381579668047793,1.6967266141077872,7.5105507053937615,2.8855109336097913,3.080038091286135,-2.4987604813276576,-0.11695175392115263,-0.5683220786306642,-0.7271850435684145,6.47164840248926,10.988203995849991,2.316964496680365,1.2567015269708797,4.2782382759333615,8.71854776141029,-2.078125080912749,0.6055445643153212,2.3474782780081656,0.35702383402488397,-8.377951404563836,-7.311127973028627,0.47862260995847794,7.235406740663489,2.26398065767622,2.8475186929459047,3.5621256016595644,-1.6107656950206524,0.09282009128630264,7.357025539418677,-9.529274823650898,-0.613960165975059,1.6163214668048904,2.0255742842322566,-5.424205433609645,5.011587883817149,-7.350036047717417,-3.093951493775746,-3.45918977385872,1.4512799377592596,-0.2978780643153328,-3.1497918941906864,-0.9698751908713169,5.66911668464698,2.7263309896264016,-0.6984277219916633,-5.321082290456131,3.2168936730288604,4.121904545642919,2.920836709543403,-1.2282133392115477,-3.576914999999788,1.827554796680398,0.5870129751037081,-0.06910786410788035,1.6871048153526027,-3.746346043775719,-2.8645084502073015
157.32,-1.1803390683194313,-11.252376970953703,-5.6158290311200005,-15.857901205393278,-9.642913008298201,-5.963841224066045,-7.591398744812837,-13.94523067219837,-10.250610703318905,-3.0643092531118508,-10.778386887966178,17.704820643152516,-7.543754626555585,-1.2903000414936936,-6.961130943982996,1.4301991286306255,-4.231484045642911,1.6416106016596648,-4.95105239626527,0.5331154045642849,1.5823862655600793,1.0545426016596962,2.2366651659749843,-0.9113886307053326,1.276543319502001,-2.241424543568329,7.872511618256816,10.272855746887382,2.9871632987550307,5.1497186493772995,3.0531396614106128,3.665831078837973,2.3465455186720745,2.058958860995738,1.0932160221991076,3.921582136929237,5.513064419086828,0.8435526763485126,2.2025415975102502,-2.273263215767499,0.3214688174273733,-4.645932261410523,-7.893062325725684,-3.931237479252882,6.254984580456073,3.88360260580891,-2.8113222510371805,-2.843582280082816,0.23741513900413871,2.6741265788380217,5.442504904812965,-4.105111232364907,-0.5163997157676005,-4.461503207468615,-7.483883406638568,-1.3398846265559397,-2.4056468257259973,-0.08281643775933349,0.44192233195018704,0.5089331390041246,-3.032224490248788,0.5367937821576519,-3.6241753526968736,-0.27903141078836113,1.8891007178422168,-3.9751138360993554,-4.307087726140829,-2.0581900601658556,5.405749522821272,-6.340429273858554,-1.6192721659750107,-4.555303775933345,-3.362889751037144,-0.8532735269709028,-1.0800453692945386,-3.1376403734437925,6.240847099584707,-2.3943864182571244,-5.313210956431232,-0.9682063838173729,3.1924446701243063,-0.3957267593360778,-2.905777713692778,3.153448937759153,-1.2170184140248261,3.3662288651450374,-1.5952256410787453,-0.6828675103734032,-0.36872308298752476,-10.865303576762866,-0.5726186334232035,-2.692576589211461,-6.892657614107481,3.499693236514325,1.6763241244812326,7.420426224065966,2.8535814730288807,3.0433160995848922,-2.468499070539278,-0.1145616501867129,-0.5598729085061834,-0.7172950020746391,6.394283257261049,10.855145904563692,2.288818023651321,1.2410791203318765,4.225601346472783,8.61270751244764,-2.053757860995738,0.5994449792530809,2.3193703941907398,0.35370018257260194,-8.27711530497878,-7.223250379667636,0.4721620290456152,7.148276035269303,2.2366881265558893,2.8142199377591846,3.5205488381740895,-1.589995985477085,0.09209809958505788,7.269577406638599,-9.412305943982854,-0.6052838174273416,1.597356736514435,2.002053537344291,-5.357775973028735,4.9519613278005545,-7.260204097509954,-3.054864356846288,-3.4165237987549877,1.4354085684646547,-0.29327847925309236,-3.110810566389859,-0.9585473900414421,5.600701746887648,2.6936857614106358,-0.690535605809091,-5.257148680497629,3.1776160796678665,4.0720435497922995,2.8857703195019115,-1.2133123018671503,-3.53191499999979,1.8057083236513536,0.5806644273858661,-0.06835537448132438,1.66701975311194,-3.7008089068462606,-2.829311354771619
160.32,-1.1648900019293906,-11.111837551866575,-5.5454784087133655,-15.661787097509471,-9.522352842323103,-5.888716742738248,-7.496873848547282,-13.773857228214977,-10.122886636928872,-3.024724190871189,-10.643449128630087,17.48890778008199,-7.448962095435259,-1.272499211618176,-6.874162064314951,1.4140165560165185,-4.178903132779843,1.6234985684646448,-4.889054470954071,0.5275573132779782,1.5644609543567607,1.0424305684646762,2.210461846472911,-0.8988160165974496,1.2624769294605085,-2.212233672199036,7.778279253111593,10.147440809128053,2.951997323651298,5.087135661825435,3.0153944331948472,3.62300950207449,2.3190351452280926,2.034591641078727,1.0797925782157058,3.874839398340028,5.447276037344094,0.8353991493775585,2.177209647302783,-2.243698900414804,0.3187924688796556,-4.587787033194758,-7.7953258112028685,-3.8816378941906446,6.1778687713274465,3.83671048962634,-2.7756272302902945,-2.8074266784230675,0.2347823589211513,2.641805002074538,5.376540008547408,-4.053426585062006,-0.5093354004149039,-4.405499058091024,-7.39043527385849,-1.3230920954356087,-2.3754103112031775,-0.08101768257261154,0.437515692946038,0.5033003589211373,-2.994707685269537,0.5312481390041253,-3.5778682987549675,-0.2738031950207265,1.866146360995745,-3.9254271141076567,-4.253573203319256,-2.032378856846355,5.340459066389741,-6.261943796680136,-1.599068846472937,-4.498428257261149,-3.319694730290258,-0.8402029875518163,-1.0656179834024235,-3.097432904564127,6.165125107883467,-2.364954053111898,-5.247901827800531,-0.9565487074688258,3.1539612676346813,-0.3909715726140864,-2.869603439833859,3.114150182572433,-1.2020017335269018,3.3250815622404755,-1.575202819501983,-0.673917302904524,-0.3631214232364878,-10.731872041493164,-0.5655400649584736,-2.6588048049790975,-6.80620533194981,3.4612285062238715,1.6559216348546777,7.330301742738171,2.8216520124479696,3.0065941078836493,-2.438237659750898,-0.11217154645227319,-0.5514237383817026,-0.7074049605808639,6.3169181120328375,10.722087813277392,2.260671550622277,1.2254567136928731,4.1729644170122056,8.50686726348499,-2.029390641078727,0.5933453941908406,2.291262510373314,0.35037653112031997,-8.176279205393723,-7.135372786306646,0.4657014481327525,7.061145329875117,2.209395595435559,2.7809211825724645,3.4789720746886146,-1.5692262759335178,0.09137610788381313,7.182129273858521,-9.295337064314811,-0.5966074688796243,1.5783920062239796,1.9785327904563255,-5.291346512447826,4.89233477178396,-7.17037214730249,-3.0157772199168296,-3.3738578236512557,1.4195371991700498,-0.28867889419085196,-3.071829238589031,-0.9472195892115671,5.5322868091283155,2.6610405331948703,-0.6826434896265188,-5.193215070539126,3.138338486306873,4.022182553941679,2.85070392946042,-1.198411264522753,-3.486914999999793,1.7838618506223092,0.5743158796680241,-0.0676028848547684,1.6469346908712772,-3.6552717699168027,-2.7941142593359363
163.32,-1.14944093553935,-10.971298132779445,-5.4751277863067305,-15.465672989625665,-9.401792676348007,-5.813592261410452,-7.402348952281727,-13.602483784231584,-9.995162570538838,-2.9851391286305278,-10.508511369293995,17.272994917011463,-7.354169564314932,-1.2546983817426582,-6.787193184646906,1.3978339834024116,-4.1263222199167755,1.6053865352696253,-4.827056545642871,0.5219992219916715,1.5465356431534423,1.030318535269656,2.184258526970838,-0.8862434024895666,1.2484105394190155,-2.183042800829743,7.68404688796637,10.022025871368724,2.9168313485475656,5.024552674273572,2.9776492049790817,3.580187925311007,2.2915247717841107,2.0102244211617157,1.0663691342323043,3.8280966597508193,5.381487655601359,0.8272456224066047,2.151877697095316,-2.214134585062108,0.3161161203319379,-4.5296418049789935,-7.697589296680053,-3.8320383091284067,6.10075296219882,3.78981837344377,-2.7399322095434084,-2.7712710767633184,0.23214957883816387,2.6094834253110544,5.310575112281852,-4.001741937759104,-0.5022710850622072,-4.349494908713434,-7.296987141078413,-1.3062995643152775,-2.3451737966803576,-0.07921892738588958,0.4331090539418888,0.49766757883815016,-2.957190880290286,0.5257024958505986,-3.5315612448130618,-0.26857497925309193,1.8431920041492733,-3.8757403921159583,-4.2000586804976825,-2.0065676535268544,5.275168609958209,-6.1834583195017165,-1.5788655269708636,-4.441552738588953,-3.2764997095433728,-0.8271324481327297,-1.051190597510308,-3.0572254356844613,6.089403116182226,-2.335521687966671,-5.182592699169829,-0.9448910311202788,3.115477865145057,-0.38621638589209495,-2.8334291659749398,3.0748514273857133,-1.1869850530289774,3.2839342593359135,-1.5551799979252205,-0.6649670954356448,-0.3575197634854508,-10.598440506223461,-0.5584614964937438,-2.6250330207467343,-6.719753049792138,3.4227637759334173,1.6355191452281228,7.240177261410375,2.789722551867059,2.969872116182407,-2.407976248962518,-0.10978144271783345,-0.5429745682572218,-0.6975149190870885,6.2395529668046255,10.589029721991093,2.2325250775932326,1.20983430705387,4.120327487551628,8.401027014522342,-2.0050234211617157,0.5872458091286004,2.2631546265558886,0.34705287966803794,-8.075443105808667,-7.047495192945655,0.45924086721988977,6.974014624480931,2.182103064315229,2.7476224273857444,3.4373953112031397,-1.5484565663899503,0.09065411618256837,7.094681141078443,-9.178368184646768,-0.5879311203319071,1.5594272759335244,1.95501204356836,-5.2249170518669175,4.832708215767367,-7.080540197095026,-2.9766900829873713,-3.331191848547524,1.403665829875445,-0.2840793091286115,-3.0328479107882034,-0.9358917883816923,5.463871871368983,2.6283953049791045,-0.6747513734439468,-5.129281460580623,3.0990608929458796,3.9723215580910596,2.815637539418928,-1.1835102271783553,-3.4419149999997956,1.7620153775932648,0.567967331950182,-0.06685039522821243,1.6268496286306144,-3.6097346329873448,-2.7589171639002537
166.32,-1.1339918691493094,-10.830758713692317,-5.404777163900095,-15.269558881741858,-9.28123251037291,-5.738467780082655,-7.307824056016172,-13.43111034024819,-9.867438504148803,-2.945554066389866,-10.373573609957903,17.057082053940935,-7.259377033194606,-1.2368975518671406,-6.700224304978861,1.381651410788305,-4.073741307053708,1.5872745020746057,-4.765058620331671,0.5164411307053649,1.5286103319501239,1.018206502074636,2.1580552074687644,-0.8736707883816834,1.2343441493775225,-2.15385192946045,7.589814522821148,9.896610933609397,2.881665373443833,4.961969686721709,2.939903976763316,3.537366348547524,2.264014398340129,1.9858572012447047,1.0529456902489025,3.7813539211616107,5.315699273858624,0.8190920954356506,2.1265457468878486,-2.184570269709413,0.3134397717842203,-4.471496576763229,-7.599852782157236,-3.782438724066169,6.023637153070194,3.7429262572612,-2.7042371887965224,-2.7351154751035693,0.22951679875517644,2.5771618485475707,5.244610216016296,-3.9500572904562024,-0.4952067697095105,-4.293490759335844,-7.203539008298335,-1.2895070331949465,-2.314937282157538,-0.07742017219916762,0.42870241493773964,0.49203479875516287,-2.919674075311035,0.5201568526970719,-3.4852541908711556,-0.26334676348545727,1.8202376473028017,-3.82605367012426,-4.146544157676108,-1.9807564502073538,5.209878153526677,-6.104972842323298,-1.55866220746879,-4.384677219916758,-3.2333046887964874,-0.8140619087136433,-1.0367632116181928,-3.017017966804796,6.0136811244809865,-2.3060893228214447,-5.1172835705391275,-0.9332333547717317,3.076994462655433,-0.3814611991701035,-2.7972548921160207,3.035552672198994,-1.1719683725310528,3.2427869564313516,-1.5351571763484582,-0.6560168879667657,-0.3519181037344137,-10.465008970953761,-0.5513829280290139,-2.5912612365143715,-6.633300767634467,3.384299045642963,1.615116655601568,7.1500527800825795,2.757793091286148,2.933150124481164,-2.3777148381741378,-0.10739133898339374,-0.5345253981327409,-0.6876248775933133,6.162187821576414,10.455971630704793,2.2043786045641887,1.1942119004148668,4.06769055809105,8.295186765559691,-1.9806562012447047,0.5811462240663601,2.235046742738463,0.3437292282157559,-7.974607006223611,-6.959617599584664,0.45278028630702694,6.8868839190867455,2.1548105331948983,2.7143236721990243,3.395818547717665,-1.527686856846383,0.08993212448132361,7.007233008298365,-9.061399304978726,-0.5792547717841897,1.540462545643069,1.9314912966803945,-5.158487591286009,4.773081659750773,-6.9907082468875625,-2.937602946057913,-3.288525873443792,1.38779446058084,-0.2794797240663711,-2.993866582987376,-0.9245639875518173,5.395456933609651,2.5957500767633386,-0.6668592572613745,-5.06534785062212,3.0597832995848857,3.92246056224044,2.7805711493774363,-1.168609189833958,-3.396914999999798,1.7401689045642204,0.5616187842323401,-0.06609790560165646,1.6067645663899517,-3.564197496057887,-2.723720068464571
169.32,-1.1185428027592688,-10.690219294605187,-5.33442654149346,-15.073444773858053,-9.160672344397813,-5.663343298754858,-7.213299159750618,-13.2597368962648,-9.739714437758769,-2.9059690041492043,-10.238635850621812,16.84116919087041,-7.164584502074279,-1.219096721991623,-6.6132554253108164,1.365468838174198,-4.02116039419064,1.5691624688795858,-4.703060695020471,0.5108830394190582,1.5106850207468054,1.0060944688796158,2.1318518879666915,-0.8610981742738004,1.2202777593360299,-2.1246610580911574,7.495582157675925,9.771195995850068,2.8464993983401006,4.899386699169845,2.902158748547551,3.494544771784041,2.236504024896147,1.9614899813276936,1.0395222462655007,3.7346111825724018,5.2499108921158895,0.8109385684646968,2.101213796680381,-2.1550059543567173,0.3107634232365026,-4.413351348547465,-7.50211626763442,-3.7328391390039313,5.946521343941567,3.69603414107863,-2.6685421680496364,-2.6989598734438207,0.22688401867218902,2.5448402717840874,5.178645319750739,-3.8983726431533006,-0.4881424543568138,-4.237486609958254,-7.1100908755182575,-1.2727145020746156,-2.284700767634718,-0.07562141701244567,0.4242957759335906,0.4864020186721757,-2.882157270331784,0.5146112095435452,-3.4389471369292495,-0.2581185477178227,1.7972832904563298,-3.7763669481325617,-4.093029634854535,-1.954945246887853,5.144587697095146,-6.026487365144879,-1.5384588879667165,-4.327801701244561,-3.190109668049602,-0.8009913692945568,-1.0223358257260773,-2.97681049792513,5.937959132779746,-2.2766569576762183,-5.051974441908426,-0.9215756784231847,3.038511060165809,-0.3767060124481121,-2.7610806182571017,2.996253917012274,-1.1569516920331284,3.2016396535267897,-1.5151343547716958,-0.6470666804978865,-0.3463164439833767,-10.331577435684059,-0.544304359564284,-2.557489452282008,-6.546848485476795,3.3458343153525094,1.594714165975013,7.059928298754784,2.7258636307052373,2.8964281327799215,-2.3474534273857577,-0.10500123524895401,-0.5260762280082601,-0.6777348360995379,6.084822676348203,10.322913539418494,2.1762321315351447,1.1785894937758634,4.015053628630472,8.189346516597041,-1.9562889813276936,0.5750466390041198,2.206938858921037,0.34040557676347394,-7.873770906638554,-6.871740006223673,0.44631970539416427,6.79975321369256,2.127518002074568,2.681024917012304,3.35424178423219,-1.5069171473028158,0.08921013278007886,6.919784875518287,-8.944430425310683,-0.5705784232364725,1.5214978153526135,1.907970549792429,-5.092058130705099,4.713455103734178,-6.9008762966800985,-2.8985158091284546,-3.24585989834006,1.3719230912862352,-0.27488013900413066,-2.9548852551865483,-0.9132361867219425,5.327041995850319,2.5631048485475727,-0.6589671410788025,-5.001414240663618,3.0205057062238923,3.8725995663898205,2.7455047593359443,-1.1537081524895605,-3.3519149999998006,1.718322431535176,0.555270236514498,-0.06534541597510048,1.586679504149289,-3.518660359128429,-2.6885229730288884
172.32,-1.1030937363692281,-10.54967987551806,-5.264075919086826,-14.877330665974247,-9.040112178422715,-5.588218817427062,-7.118774263485063,-13.088363452281406,-9.611990371368735,-2.8663839419085426,-10.10369809128572,16.62525632779988,-7.069791970953952,-1.2012958921161052,-6.526286545642772,1.349286265560091,-3.9685794813275725,1.5510504356845662,-4.641062769709272,0.5053249481327515,1.492759709543487,0.9939824356845959,2.1056485684646185,-0.8485255601659173,1.2062113692945369,-2.0954701867218644,7.401349792530702,9.645781058090739,2.811333423236368,4.836803711617981,2.8644135203317855,3.4517231950205582,2.2089936514521655,1.9371227614106825,1.026098802282099,3.687868443983193,5.184122510373155,0.802785041493743,2.075881846472914,-2.125441639004022,0.30808707468878493,-4.355206120331701,-7.404379753111605,-3.6832395539416933,5.869405534812942,3.64914202489606,-2.632847147302751,-2.6628042717840716,0.22425123858920162,2.5125186950206038,5.112680423485183,-3.8466879958503992,-0.4810781390041171,-4.181482460580664,-7.0166427427381795,-1.2559219709542846,-2.254464253111898,-0.07382266182572371,0.4198891369294414,0.4807692385891884,-2.844640465352533,0.5090655663900187,-3.3926400829873438,-0.25289033195018806,1.7743289336098582,-3.7266802261408634,-4.039515112032961,-1.9291340435683524,5.079297240663615,-5.948001887966461,-1.518255568464643,-4.2709261825723654,-3.1469146473027165,-0.7879208298754703,-1.0079084398339622,-2.936603029045464,5.862237141078505,-2.247224592530992,-4.986665313277724,-0.9099180020746377,3.000027657676184,-0.37195082572612065,-2.7249063443981827,2.956955161825554,-1.141935011535204,3.1604923506222278,-1.4951115331949336,-0.6381164730290073,-0.3407147842323397,-10.198145900414357,-0.5372257910995542,-2.523717668049645,-6.4603962033191245,3.3073695850620553,1.5743116763484584,6.969803817426988,2.6939341701243262,2.8597061410786786,-2.3171920165973776,-0.1026111315145143,-0.5176270578837793,-0.6678447946057626,6.007457531119992,10.189855448132196,2.148085658506101,1.1629670871368603,3.9624166991698937,8.083506267634393,-1.9319217614106825,0.5689470539418795,2.1788309751036112,0.3370819253111919,-7.772934807053497,-6.783862412862683,0.43985912448130154,6.712622508298374,2.1002254709542374,2.6477261618255836,3.312665020746715,-1.4861474377592485,0.0884881410788341,6.832336742738209,-8.82746154564264,-0.5619020746887552,1.5025330850621583,1.8844498029044636,-5.02562867012419,4.653828547717584,-6.811044346472635,-2.8594286721989963,-3.203193923236328,1.3560517219916304,-0.27028055394189027,-2.915903927385721,-0.9019083858920677,5.258627058090987,2.5304596203318073,-0.6510750248962303,-4.937480630705116,2.981228112862899,3.822738570539201,2.7104383692944527,-1.1388071151451629,-3.3069149999998033,1.6964759585061315,0.548921688796656,-0.06459292634854451,1.5665944419086262,-3.473123222198971,-2.653325877593206
